Annotation,Value,Metric,Kernel,GPU,Host,ComputeClock,MemoryClock,Unit,n
vecadd_cuda_float4,56128.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,3145728
vecadd_cuda_float4,74496.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,4194304
vecadd_cuda_float4,74784.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,4194304
vecadd_cuda_float4,74208.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,4194304
vecadd_cuda_float4,74592.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,4194304
vecadd_cuda_float4,74624.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,4194304
vecadd_cuda_float4,93024.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,5242880
vecadd_cuda_float4,92928.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,5242880
vecadd_cuda_float4,92640.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,5242880
vecadd_cuda_float4,93024.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,5242880
vecadd_cuda_float4,92480.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,5242880
vecadd_cuda_float4,111040.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,6291456
vecadd_cuda_float4,112128.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,6291456
vecadd_cuda_float4,111520.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,6291456
vecadd_cuda_float4,111264.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,6291456
vecadd_cuda_float4,111808.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,6291456
vecadd_cuda_float4,129440.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,7340032
vecadd_cuda_float4,129344.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,7340032
vecadd_cuda_float4,129632.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,7340032
vecadd_cuda_float4,129184.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,7340032
vecadd_cuda_float4,130112.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,7340032
vecadd_cuda_float4,148000.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,8388608
vecadd_cuda_float4,147552.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,8388608
vecadd_cuda_float4,148064.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,8388608
vecadd_cuda_float4,147808.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,8388608
vecadd_cuda_float4,147680.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,8388608
vecadd_cuda_float4,166368.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,9437184
vecadd_cuda_float4,166560.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,9437184
vecadd_cuda_float4,166528.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,9437184
vecadd_cuda_float4,167296.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,9437184
vecadd_cuda_float4,165728.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,9437184
vecadd_cuda_float4,185216.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,10485760
vecadd_cuda_float4,184672.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,10485760
vecadd_cuda_float4,184320.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,10485760
vecadd_cuda_float4,184544.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,10485760
vecadd_cuda_float4,184992.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,10485760
vecadd_cuda_float4,202880.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,11534336
vecadd_cuda_float4,202976.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,11534336
vecadd_cuda_float4,202688.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,11534336
vecadd_cuda_float4,202816.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,11534336
vecadd_cuda_float4,203264.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,11534336
vecadd_cuda_float4,222016.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,12582912
vecadd_cuda_float4,221536.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,12582912
vecadd_cuda_float4,222624.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,12582912
vecadd_cuda_float4,222048.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,12582912
vecadd_cuda_float4,220608.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,12582912
vecadd_cuda_float4,239200.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,13631488
vecadd_cuda_float4,239072.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,13631488
vecadd_cuda_float4,240736.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,13631488
vecadd_cuda_float4,240704.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,13631488
vecadd_cuda_float4,239840.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,13631488
vecadd_cuda_float4,257184.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,14680064
vecadd_cuda_float4,257632.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,14680064
vecadd_cuda_float4,257600.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,14680064
vecadd_cuda_float4,258336.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,14680064
vecadd_cuda_float4,258432.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,14680064
vecadd_cuda_float4,275584.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,15728640
vecadd_cuda_float4,275232.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,15728640
vecadd_cuda_float4,275808.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,15728640
vecadd_cuda_float4,275552.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,15728640
vecadd_cuda_float4,276576.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,15728640
vecadd_cuda_float4,294240.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,16777216
vecadd_cuda_float4,294112.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,16777216
vecadd_cuda_float4,294400.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,16777216
vecadd_cuda_float4,293888.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,16777216
vecadd_cuda_float4,295040.0,gpu__time_duration.sum,vec_add_float4,NVIDIA RTX A6000,0042-kci-sma6-prxmx10204,1800000,8001000,ns,16777216
